fingerprint_type,threshold,cluster_index,cliff_nmols,smooth_nmols,cliff_p_mean,cliff_p_std,smooth_p_mean,smooth_p_std
RDKIT,0.5,6,3,14,0.6658597422851598,0.12028756265647249,3.453689120585641,0.22325855383703894
RDKIT,0.5,7,2,13,3.0215199382521316,0.3568779626960059,0.3329697445118441,0.22829728592482934
RDKIT,0.5,8,1,13,3.8451600776519457,0.0,0.6302819013619321,0.22887274155083379
RDKIT,0.5,9,1,13,3.1705550585212086,0.0,0.4061226665307775,0.2313559526274289
RDKIT,0.6000000000000001,0,205,64,1.5643889395217612,1.1826613583659573,0.6344725773017675,0.25517476834612646
RDKIT,0.6000000000000001,1,148,25,0.9882880199256194,0.7877974442454119,0.3199301337459146,0.2038295371732277
RDKIT,0.6000000000000001,2,112,23,1.252312464278343,0.90031725918073,0.2670325953929353,0.1980271559169378
RDKIT,0.6000000000000001,3,59,19,0.7276597495019188,0.5625597844359945,0.2776954454232404,0.24175793552884692
RDKIT,0.6000000000000001,4,35,17,0.6306967220952676,0.6260123885847346,2.4163279169872034,0.21626663722835626
RDKIT,0.6000000000000001,5,34,15,0.4086366359144237,0.4207656688663388,0.6225879584895962,0.3066297027461537
RDKIT,0.6000000000000001,6,34,14,0.95479349235663,0.4745947172454668,0.4437184229627315,0.2883561038447791
RDKIT,0.6000000000000001,7,30,14,2.3999992198730813,1.0269686333692414,3.453689120585641,0.22325855383703894
RDKIT,0.6000000000000001,8,21,13,0.8703657790265557,0.7180361722979302,0.6302819013619321,0.22887274155083379
RDKIT,0.6000000000000001,9,15,13,0.8849342724721773,0.590208591029091,0.4061226665307775,0.2313559526274289
RDKIT,0.7000000000000001,0,171,63,1.4140112634724233,1.0620083761089005,0.6334488086186839,0.2570615529121128
RDKIT,0.7000000000000001,1,86,25,0.8470630518884295,0.49410222710561913,0.3199301337459146,0.2038295371732277
RDKIT,0.7000000000000001,2,70,22,1.0049076019637408,0.701548546414683,0.27608796285798504,0.1977656458595713
RDKIT,0.7000000000000001,3,55,19,1.679139084797669,1.0670035666052708,0.2776954454232404,0.24175793552884692
RDKIT,0.7000000000000001,4,49,17,0.6642230872133981,0.5131305980880193,2.4163279169872034,0.21626663722835626
RDKIT,0.7000000000000001,5,42,15,0.6553247210762931,0.5096856673717869,0.6225879584895962,0.3066297027461537
RDKIT,0.7000000000000001,6,30,13,2.3999992198730813,1.0269686333692414,3.436060068656665,0.22209816855325676
RDKIT,0.7000000000000001,7,28,13,0.5921993524302308,0.4635139042656117,0.4061226665307775,0.2313559526274289
RDKIT,0.7000000000000001,8,20,11,1.6317293722446977,0.8791054341365905,0.5181372839715159,0.23511687368551462
RDKIT,0.7000000000000001,9,20,11,0.7614233389338916,0.6106023556936835,0.596077563797424,0.2805154758648741
RDKIT,0.8,0,146,63,1.300894614995038,0.9641495779977355,0.6334488086186839,0.2570615529121128
RDKIT,0.8,1,52,22,0.7179254905743502,0.446203448764267,0.27608796285798504,0.1977656458595713
RDKIT,0.8,2,52,20,1.0389620887041575,0.7263593273176854,0.3260116886791649,0.21958275274196806
RDKIT,0.8,3,49,19,0.6642230872133981,0.5131305980880193,0.2776954454232404,0.24175793552884692
RDKIT,0.8,4,36,17,0.8782288753741211,0.51224503160944,2.4163279169872034,0.21626663722835626
RDKIT,0.8,5,35,13,2.213212625950101,0.8745213692325147,0.4061226665307775,0.2313559526274289
RDKIT,0.8,6,28,11,0.5921993524302308,0.4635139042656117,0.5181372839715159,0.23511687368551462
RDKIT,0.8,7,25,11,1.2498406825043624,0.8715936635921182,0.596077563797424,0.2805154758648741
RDKIT,0.8,8,22,11,0.27608796285798504,0.1977656458595713,0.236550908302542,0.14921223333171135
RDKIT,0.8,9,19,10,0.2776954454232404,0.24175793552884692,0.45654764773504997,0.2650438030969461
RDKIT,0.9,0,55,30,1.4943450347367013,0.9348661226876246,0.5926053509752514,0.2736594642961413
RDKIT,0.9,1,44,30,0.8132902386367248,0.3760536758289335,0.6496812043350499,0.23530099410782382
RDKIT,0.9,2,40,17,0.4646315435798082,0.5195399469634421,2.4163279169872034,0.21626663722835626
RDKIT,0.9,3,37,17,0.7063235996996778,0.3647394511312043,0.31390038026768,0.23368328645531156
RDKIT,0.9,4,26,13,0.5967632473945007,0.4126116868233824,0.4061226665307775,0.2313559526274289
RDKIT,0.9,5,23,11,0.9193963532719066,0.46437208930854357,0.40751834722719554,0.23402736492954324
RDKIT,0.9,6,22,10,1.6607227726439044,0.6412256503825239,0.2306700705840666,0.054045002406434735
RDKIT,0.9,7,20,10,0.6365869628128339,0.45951724785568515,0.23010299956639813,0.15502705839838002
RDKIT,0.9,8,20,10,2.136943605053892,0.7144678083747834,0.27905523355802836,0.30569469982667696
RDKIT,0.9,9,15,9,0.8431228855501044,0.9289600370734148,0.6573746405334715,0.2740940587428826
