fingerprint_type,threshold,cluster_index,cliff_nmols,smooth_nmols,cliff_p_mean,cliff_p_std,smooth_p_mean,smooth_p_std
ECFP,0.3,0,290,36,3.245644160449927,1.3720467920314532,0.49109628824043317,0.27763310353657167
ECFP,0.3,1,289,27,0.7654000341604249,0.7169922755805349,3.017793554867396,0.24286489820713403
ECFP,0.3,2,284,24,1.3578452374594632,1.0316392888077333,0.28624334074336594,0.1795053256871866
ECFP,0.3,3,212,23,1.9003328506778765,1.2821753183394333,4.450123344713776,0.26624800469694865
ECFP,0.3,4,165,23,2.4593399953306845,1.2641893582259411,1.33284234139582,0.27862191306921047
ECFP,0.3,5,161,20,2.3669032566609007,1.0019772218653469,4.572366249170539,0.25935666304127075
ECFP,0.3,6,153,18,2.447605825854366,0.9713829409498131,0.49123514290548914,0.2574812500155521
ECFP,0.3,7,148,16,1.4902341176721445,1.2219203510272754,0.3924265698112877,0.30534599525236605
ECFP,0.3,8,128,16,1.039066643651546,0.7487989028556081,0.4806310500857375,0.30350863381562804
ECFP,0.3,9,108,16,1.4647039288580914,0.8354077995752662,3.71692119291253,0.1372703163077018
ECFP,0.4,0,153,35,0.7457666671102795,0.5643540177958747,0.4954921202382047,0.2803333545913934
ECFP,0.4,1,132,27,2.4795643225479957,0.9493626934137882,3.0850505298616904,0.22860120728742941
ECFP,0.4,2,129,24,1.0856478438274761,0.9203553928525169,0.28624334074336594,0.1795053256871866
ECFP,0.4,3,128,23,2.7552668128915916,1.0094463156801665,1.33284234139582,0.27862191306921047
ECFP,0.4,4,124,21,3.5043392372656417,0.8475021936932441,2.3893807455654366,0.28028445965491855
ECFP,0.4,5,115,20,2.26324224487411,1.0415967684714607,3.642837881994422,0.22798824180673563
ECFP,0.4,6,111,18,1.3333785562598766,1.042639784015597,4.518934553881699,0.22423708268536127
ECFP,0.4,7,100,17,3.703368951992928,1.389976628056401,0.5134287776465863,0.2476496722160019
ECFP,0.4,8,100,17,2.030028312920463,1.0391095047800356,0.43945836958283674,0.2942260083100174
ECFP,0.4,9,99,16,1.0570516016708575,0.7823020541760614,0.4806310500857375,0.30350863381562804
ECFP,0.5,0,110,36,2.682954183818643,0.9275641136706207,0.49109628824043317,0.27763310353657167
ECFP,0.5,1,103,27,3.4367536791776363,0.8973118261198607,3.0850505298616904,0.22860120728742941
ECFP,0.5,2,97,24,2.5910569548827516,0.9496940240163623,0.28624334074336594,0.1795053256871866
ECFP,0.5,3,94,22,2.7091982004867585,0.7030156688033807,3.6735524826694927,0.22609812498294005
ECFP,0.5,4,79,18,1.5203421653646911,1.0820074135390394,4.518934553881699,0.22423708268536127
ECFP,0.5,5,77,17,1.6992910346439978,1.0714800956009198,1.2347417109449579,0.2767949038280672
ECFP,0.5,6,77,17,4.1338494619287625,0.6259958771084189,0.5134287776465863,0.2476496722160019
ECFP,0.5,7,73,16,0.8197188773657197,0.5113647355602869,2.936586936923954,0.3079185351966436
ECFP,0.5,8,72,16,1.1317380763602363,1.0935063940171788,0.4806310500857375,0.30350863381562804
ECFP,0.5,9,59,15,1.6050569911019432,0.7341848631905101,3.702126161706212,0.2887904606173024
ECFP,0.6000000000000001,0,72,29,2.7662454764487157,0.7720384941094888,4.478660396435891,0.19075010923182323
ECFP,0.6000000000000001,1,71,27,3.2326465387544476,0.9422798048934092,3.0850505298616904,0.22860120728742941
ECFP,0.6000000000000001,2,66,27,2.2744964589237884,0.7602417222336275,0.5118957635880277,0.2632182376052078
ECFP,0.6000000000000001,3,58,24,0.8167530459066638,0.5347482711004968,0.2927241098506264,0.18290814105695352
ECFP,0.6000000000000001,4,53,21,2.5625542291919885,0.8752339304891344,1.2350043694387836,0.2754822754256269
ECFP,0.6000000000000001,5,51,19,1.4402506949222988,0.9197726521102526,0.34466440125594455,0.2483406816438982
ECFP,0.6000000000000001,6,49,18,2.413708156890645,0.6035098133794637,3.613569322780598,0.30007924625287846
ECFP,0.6000000000000001,7,48,18,1.723869067086951,0.7843650991692959,3.392847149454458,0.2908611930173323
ECFP,0.6000000000000001,8,47,18,4.252955604478349,0.6377815237914208,4.065198047659629,0.2369125285025406
ECFP,0.6000000000000001,9,45,17,1.2089584170980932,1.0168904825739824,0.5134287776465863,0.2476496722160019
ECFP,0.7000000000000001,0,41,33,4.326503879316159,0.4836681139854084,4.5013439910807485,0.20008771321398652
ECFP,0.7000000000000001,1,35,21,2.986360963588707,0.8000264757958564,4.0714082112434555,0.2243018700325619
ECFP,0.7000000000000001,2,34,21,1.5392429815748236,0.955141966654405,0.5253255760426091,0.2966050922825259
ECFP,0.7000000000000001,3,32,19,2.435448642979774,0.8825284619469954,3.0201598877774045,0.20235333051840715
ECFP,0.7000000000000001,4,32,17,1.029691102895407,0.9159694019952846,1.2512029283916664,0.25066823516072656
ECFP,0.7000000000000001,5,31,16,3.4367979616280557,0.7446279075015187,0.4806310500857375,0.30350863381562804
ECFP,0.7000000000000001,6,29,15,2.0212272655902046,0.6121900030156568,3.702126161706212,0.2887904606173024
ECFP,0.7000000000000001,7,26,15,3.2923372656757928,0.7935622232870797,2.7164318554358995,0.2788120192814275
ECFP,0.7000000000000001,8,25,14,1.3520600755112837,0.304695729153785,4.145208162157649,0.31675289385971317
ECFP,0.7000000000000001,9,25,14,4.1662792957126005,0.5210949878259075,0.28848698467921857,0.15411304539788961
ECFP,0.8,0,19,14,4.099963770355589,0.4158007489249057,4.49428572232098,0.17753325590313057
ECFP,0.8,1,15,11,3.0122909445844477,0.5346713564416592,3.22367655411091,0.24848580133505016
ECFP,0.8,2,14,10,4.49428572232098,0.17753325590313057,0.5126771205495355,0.29945621748517076
ECFP,0.8,3,12,9,0.6367478684506973,0.4777783053880779,2.8207117730730564,0.29102740408657013
ECFP,0.8,4,12,9,2.0808274498828716,0.4887601930910907,0.6102772403605792,0.3003613269228517
ECFP,0.8,5,12,9,0.5944368720918484,0.3358206527293092,0.6169915120384988,0.3087429177644767
ECFP,0.8,6,11,9,2.940679036223749,0.5085275678175858,1.8020804104317396,0.2946832928874899
ECFP,0.8,7,10,9,1.664909199149643,1.0788891281638686,3.3130806853932313,0.31412367552994463
ECFP,0.8,8,10,8,0.5126771205495355,0.29945621748517076,3.708624472197581,0.20344851085970725
ECFP,0.8,9,10,8,0.8592232695625939,0.37175206869517596,3.6260899128059148,0.2659817723430525
ECFP,0.9,0,5,5,3.221576724247653,0.3240824361178303,3.221576724247653,0.3240824361178303
ECFP,0.9,1,5,5,4.516000022568777,0.12557545000880277,4.516000022568777,0.12557545000880277
ECFP,0.9,2,4,4,2.496396582425353,0.884568058052477,1.82141289585792,0.23400558596533627
ECFP,0.9,3,4,4,0.74222015904964,0.3464795371668529,0.74222015904964,0.3464795371668529
ECFP,0.9,4,4,4,1.4591704150017133,0.35568411691187246,1.4591704150017133,0.35568411691187246
ECFP,0.9,5,4,3,1.82141289585792,0.23400558596533627,3.1137561638152413,0.33979236144027714
ECFP,0.9,6,3,3,3.1137561638152413,0.33979236144027714,1.9952917857694648,0.4308701499004196
ECFP,0.9,7,3,3,2.133800180260515,0.949950202380227,0.6766544077924811,0.23072015607635718
ECFP,0.9,8,3,3,1.9952917857694648,0.4308701499004196,3.7478940608718276,0.07942389014308304
ECFP,0.9,9,3,3,2.649875861229185,0.6654031439113238,0.3749795788694333,0.38425657166540733
MACCS,0.3,0,3097,36,2.0547515353339905,1.3978758933706916,0.47399675970721433,0.2751743912235874
MACCS,0.4,0,3097,36,2.0547515353339905,1.3978758933706916,0.47399675970721433,0.2751743912235874
MACCS,0.5,0,1567,36,1.960216605396834,1.4510288945696876,0.47399675970721433,0.2751743912235874
MACCS,0.5,1,836,27,2.2536791079579537,1.2753735263977388,3.0144698838228976,0.23664652273629072
MACCS,0.5,2,551,21,1.7653493157400442,1.3714057042841403,3.808705891779786,0.31704435086711724
MACCS,0.5,3,99,17,2.855892822731305,0.9525225586263268,3.378660414060679,0.31741280878001304
MACCS,0.5,4,37,17,3.4423646314271825,0.7105727829025876,3.254236152376166,0.30650407998475226
MACCS,0.5,5,7,16,3.574570890530251,0.7185632279800392,3.7334940850324205,0.2234093227219845
